chunk_id,chunk,question
33,"Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Article 370 A l'exception des dispositions des articles 351, 352, 352-1, 352-2 et 353 et sous réserve des règles particulières du présent chapitre, les dispositions des chapitres Ier à III du présent titre sont applicables à l'adoption de l'enfant du conjoint non séparé de corps, du partenaire lié par un pacte civil de solidarité et du concubin. Section 1 : Dispositions communes Article 370-1 L'adoption de l'enfant de l'autre membre du couple n'est pas subordonnée à une condition d'âge de l'adoptant. Article 370-1-1 L'adoptant doit avoir dix ans de plus que l'enfant qu'il se propose d'adopter. Toutefois, lorsque la différence d'âge est inférieure à celle que prévoit l'alinéa précédent, le tribunal peut prononcer l'adoption s'il existe de justes motifs. Article 370-1-2 En cas de décès de l'un des deux adoptants, une nouvelle adoption peut être prononcée à la demande du nouveau conjoint, partenaire lié par un pacte civil de solidarité ou concubin du survivant d'entre eux. Section 2 : Dispositions propres à l'adoption plénière Paragraphe 1 : Des conditions requises pour l'adoption plénière Article 370-1-3 L'adoption plénière de l'enfant du conjoint, du partenaire lié par un pacte civil de solidarité ou du concubin est permise : 1° Lorsque l'enfant n'a de filiation légalement établie qu'à l'égard de ce conjoint, partenaire lié par un pacte civil de solidarité ou concubin ; 2° Lorsque l'enfant a fait l'objet d'une adoption plénière par ce seul conjoint, partenaire lié par un pacte civil de solidarité ou concubin et n'a de filiation établie qu'à son égard ; 3° Lorsque l'autre parent que le conjoint, partenaire lié par un pacte civil de solidarité ou concubin s'est vu retirer totalement l'autorité parentale ; Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 4° Lorsque l'autre parent que le conjoint, partenaire lié par un pacte civil de solidarité ou concubin est décédé et n'a pas laissé d'ascendants au premier degré ou lorsque ceux-ci se sont manifestement désintéressés de l'enfant. Paragraphe 2 : Des effets de l'adoption plénière Article 370-1-4 L'adoption plénière de l'enfant du conjoint, du partenaire lié par un pacte civil de solidarité ou du concubin laisse subsister sa filiation d'origine à l'égard de cette personne et de sa famille. Elle produit pour le surplus, les effets d'une adoption par un couple. Article 370-1-5 L'adoptant et l'autre membre du couple choisissent, par déclaration conjointe, le nom de famille dévolu à l'enfant : soit le nom de l'un d'eux, soit leurs deux noms accolés dans l'ordre choisi par eux, dans la limite d'un nom de famille pour chacun d'eux. Cette faculté de choix ne peut être exercée qu'une seule fois. En l'absence de déclaration conjointe mentionnant le choix de nom de l'enfant, celui-ci prend le nom de l'adoptant et de l'autre membre du couple, dans la limite du premier nom de famille pour chacun d'eux, accolés selon l'ordre alphabétique. Lorsqu'il a été fait application de l'article 311-21, du","Voici une question factuelle dont la réponse se trouve dans le contexte :

Quelle est la différence d'âge minimale requise entre l'adoptant et l'enfant dans le cas de l'adoption de l'enfant du conjoint, du partenaire lié par un pacte civil de solidarité ou du concubin ?"
34,"une dette successorale qu'il avait des motifs légitimes d'ignorer au moment de l'acceptation, lorsque l'acquittement de cette dette aurait pour effet d'obérer gravement son patrimoine personnel. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 L'héritier doit introduire l'action dans les cinq mois du jour où il a eu connaissance de l'existence et de l'importance de la dette. Section 3 : De l'acceptation de la succession à concurrence de l'actif net. Paragraphe 1 : Des modalités de l'acceptation de la succession à concurrence de l'actif net. Article 787 Un héritier peut déclarer qu'il n'entend prendre cette qualité qu'à concurrence de l'actif net. Article 788 La déclaration doit être faite au greffe du tribunal judiciaire dans le ressort duquel la succession est ouverte ou devant notaire. Elle comporte élection d'un domicile unique, qui peut être le domicile de l'un des acceptants à concurrence de l'actif net, ou celui de la personne chargée du règlement de la succession. Le domicile doit être situé en France. La déclaration est enregistrée et fait l'objet d'une publicité nationale, qui peut être faite par voie électronique. Article 789 La déclaration est accompagnée ou suivie de l'inventaire de la succession qui comporte une estimation, article par article, des éléments de l'actif et du passif. L'inventaire est établi par un commissaire-priseur judiciaire, un huissier ou un notaire, selon les lois et règlements applicables à ces professions. Article 790 L'inventaire est déposé au tribunal dans le délai de deux mois à compter de la déclaration. L'héritier peut solliciter du juge un délai supplémentaire s'il justifie de motifs sérieux et légitimes qui retardent le dépôt de l'inventaire. En ce cas, le délai de deux mois est suspendu à compter de la demande de prorogation. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Le dépôt de l'inventaire est soumis à la même publicité que la déclaration. Faute d'avoir déposé l'inventaire dans le délai prévu, l'héritier est réputé acceptant pur et simple. Les créanciers successoraux et légataires de sommes d'argent peuvent, sur justification de leur titre, consulter l'inventaire et en obtenir copie. Ils peuvent demander à être avisés de toute nouvelle publicité. Paragraphe 2 : Des effets de l'acceptation de la succession à concurrence de l'actif net. Article 791 L'acceptation à concurrence de l'actif net donne à l'héritier l'avantage : 1° D'éviter la confusion de ses biens personnels avec ceux de la succession ; 2° De conserver contre celle-ci tous les droits qu'il avait antérieurement sur les biens du défunt ; 3° De n'être tenu au paiement des dettes de la succession que jusqu'à concurrence de la valeur des biens qu'il a recueillis. Article 792 Les créanciers de la succession déclarent leurs créances en notifiant leur titre au domicile élu de la succession. Ils sont payés dans les conditions prévues à l'article 796. Les créances dont le montant n'est pas encore définitivement fixé sont déclarées à titre provisionnel sur la base d'une évaluation. Faute de déclaration dans","Voici une question factuelle dont la réponse se trouve dans le contexte :

**Quelle est la durée du délai imparti à l'héritier pour introduire une action concernant une dette successorale qu'il avait des motifs légitimes d'ignorer au moment de l'acceptation ?**"
35,"par justice à la requête des père et mère conjointement, ou de l'un d'eux, de la personne ou du service à qui l'enfant a été confié ou du tuteur, du mineur lui-même ou du ministère public. Dans les cas où le ministère public a été avisé par le président du conseil départemental, il s'assure que la situation du mineur entre dans le champ d'application de l'article L. 226-4 du code de l'action sociale et des familles. Le juge peut se saisir d'office à titre exceptionnel. Elles peuvent être ordonnées en même temps pour plusieurs enfants relevant de la même autorité parentale. La décision fixe la durée de la mesure sans que celle-ci puisse excéder deux ans. La mesure peut être renouvelée par décision motivée. Cependant, lorsque les parents présentent des difficultés relationnelles et éducatives graves, sévères et chroniques, évaluées comme telles dans l'état actuel des connaissances, affectant durablement leurs compétences dans l'exercice de leur responsabilité parentale, une mesure d'accueil exercée par un service ou une institution peut être ordonnée pour une durée supérieure, afin de permettre à l'enfant de bénéficier d'une continuité relationnelle, affective et géographique dans son lieu de vie dès lors qu'il est adapté à ses besoins immédiats et à venir. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Un rapport concernant la situation de l'enfant doit être transmis annuellement, ou tous les six mois pour les enfants de moins de deux ans, au juge des enfants. Ce rapport comprend notamment un bilan pédiatrique, psychique et social de l'enfant. Article 375-1 Le juge des enfants est compétent, à charge d'appel, pour tout ce qui concerne l'assistance éducative. Il doit toujours s'efforcer de recueillir l'adhésion de la famille à la mesure envisagée et se prononcer en stricte considération de l'intérêt de l'enfant. Il doit systématiquement effectuer un entretien individuel avec l'enfant capable de discernement lors de son audience ou de son audition. Lorsque l'intérêt de l'enfant l'exige, le juge des enfants, d'office ou à la demande du président du conseil départemental, demande au bâtonnier la désignation d'un avocat pour l'enfant capable de discernement et demande la désignation d'un administrateur ad hoc pour l'enfant non capable de discernement. Article 375-2 Chaque fois qu'il est possible, le mineur doit être maintenu dans son milieu actuel. Dans ce cas, le juge désigne, soit une personne qualifiée, soit un service d'observation, d'éducation ou de rééducation en milieu ouvert, en lui donnant mission d'apporter aide et conseil à la famille, afin de surmonter les difficultés matérielles ou morales qu'elle rencontre. Cette personne ou ce service est chargé de suivre le développement de l'enfant et d'en faire rapport au juge périodiquement. Si la situation le nécessite, le juge peut ordonner, pour une durée maximale d'un an renouvelable, que cet accompagnement soit renforcé ou intensifié. Lorsqu'il confie un mineur à un service mentionné au premier alinéa, il peut autoriser ce dernier à lui assurer un hébergement exceptionnel ou périodique à condition que ce service soit spécifiquement habilité à","Voici une question factuelle dont la réponse se trouve dans le contexte :

**Quelle est la durée maximale initiale d'une mesure d'assistance éducative, sauf exceptions spécifiques ?**"
36,"Lorsque les intérêts d'un des deux administrateurs légaux sont en opposition avec ceux du mineur, le juge des tutelles peut autoriser l'autre administrateur légal à représenter l'enfant pour un ou plusieurs actes déterminés. Article 384 Ne sont pas soumis à l'administration légale les biens donnés ou légués au mineur sous la condition qu'ils soient administrés par un tiers. Le tiers administrateur a les pouvoirs qui lui sont conférés par la donation, le testament ou, à défaut, ceux d'un administrateur légal. Lorsque le tiers administrateur refuse cette fonction ou se trouve dans une des situations prévues aux articles 395 et 396, le juge des tutelles désigne un administrateur ad hoc pour le remplacer. Article 385 L'administrateur légal est tenu d'apporter dans la gestion des biens du mineur des soins prudents, diligents et avisés, dans le seul intérêt du mineur. Article 386 L'administrateur légal est responsable de tout dommage résultant d'une faute quelconque qu'il commet dans la gestion des biens du mineur. Si l'administration légale est exercée en commun, les deux parents sont responsables solidairement. L'Etat est responsable des dommages susceptibles d'être occasionnés par le juge des tutelles et le directeur des services de greffe judiciaires du tribunal judiciaire dans l'exercice de leurs fonctions en matière d'administration légale, dans les conditions prévues à l'article 412. L'action en responsabilité se prescrit par cinq ans à compter de la majorité de l'intéressé ou de son émancipation. Section 2 : De la jouissance légale Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Article 386-1 La jouissance légale est attachée à l'administration légale : elle appartient soit aux parents en commun, soit à celui d'entre eux qui a la charge de l'administration. Article 386-2 Le droit de jouissance cesse : 1° Dès que l'enfant a seize ans accomplis ou même plus tôt quand il contracte mariage ; 2° Par les causes qui mettent fin à l'autorité parentale ou par celles qui mettent fin à l'administration légale ; 3° Par les causes qui emportent l'extinction de tout usufruit. Article 386-3 Les charges de cette jouissance sont : 1° Celles auxquelles sont tenus les usufruitiers ; 2° La nourriture, l'entretien et l'éducation de l'enfant, selon sa fortune ; 3° Les dettes grevant la succession recueillie par l'enfant en tant qu'elles auraient dû être acquittées sur les revenus. Article 386-4 La jouissance légale ne s'étend pas aux biens : 1° Que l'enfant peut acquérir par son travail ; 2° Qui lui sont donnés ou légués sous la condition expresse que les parents n'en jouiront pas ; 3° Qu'il reçoit au titre de l'indemnisation d'un préjudice extrapatrimonial dont il a été victime. Section 3 : De l'intervention du juge des tutelles Article 387 En cas de désaccord entre les administrateurs légaux, le juge des tutelles est saisi aux fins d'autorisation de l'acte. Article 387-1 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 L'administrateur légal ne peut, sans l'autorisation préalable du juge des tutelles :","Voici une question factuelle dont la réponse se trouve dans le contexte :

**Quand un administrateur légal peut-il être remplacé par un administrateur ad hoc désigné par le juge des tutelles ?**"
37,"relatifs à l'état civil, les parties intéressées pourront se pourvoir contre le jugement. Chapitre II : Des actes de naissance. Section 1 : Des déclarations de naissance. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Article 55 Les déclarations de naissance sont faites dans les cinq jours de l'accouchement, à l'officier de l'état civil du lieu. Par dérogation, ce délai est porté à huit jours lorsque l'éloignement entre le lieu de naissance et le lieu où se situe l'officier de l'état civil le justifie. Un décret en Conseil d'Etat détermine les communes où le présent alinéa s'applique. Lorsqu'une naissance n'a pas été déclarée dans le délai légal, l'officier de l'état civil ne peut la relater sur ses registres qu'en vertu d'un jugement rendu par le tribunal de l'arrondissement dans lequel est né l'enfant, et mention sommaire en est faite en marge à la date de la naissance. Si le lieu de la naissance est inconnu, le tribunal compétent est celui du domicile du requérant. Le nom de l'enfant est déterminé en application des règles énoncées aux articles 311-21 et 311-23. En pays étranger, les déclarations aux agents diplomatiques ou consulaires sont faites dans les quinze jours de l'accouchement. Toutefois, ce délai peut être prolongé par décret dans certaines circonscriptions consulaires. Article 56 La naissance de l'enfant sera déclarée par le père, ou, à défaut du père, par les docteurs en médecine ou en chirurgie, sages-femmes, officiers de santé ou autres personnes qui auront assisté à l'accouchement ; et lorsque la mère sera accouchée hors de son domicile, par la personne chez qui elle sera accouchée. L'acte de naissance sera rédigé immédiatement. Article 57 L'acte de naissance énoncera le jour, l'heure et le lieu de la naissance, le sexe de l'enfant, les prénoms qui lui seront donnés, le nom de famille, suivi le cas échéant de la mention de la déclaration conjointe de ses parents quant au choix effectué, ainsi que les prénoms, noms, âges, professions et domiciles des père et mère et, s'il y a lieu, ceux du déclarant. Si les père et mère de l'enfant ou l'un d'eux ne sont pas désignés à l'officier de l'état civil, il ne sera fait sur les registres aucune mention à ce sujet. En cas d'impossibilité médicalement constatée de déterminer le sexe de l'enfant au jour de l'établissement de l'acte, le procureur de la République peut autoriser l'officier de l'état civil à ne pas faire figurer immédiatement le sexe sur l'acte de naissance. L'inscription du sexe médicalement constaté intervient à la demande des représentants légaux de l'enfant ou du procureur de la République dans un délai qui ne peut être supérieur à trois mois à compter du jour de la déclaration de naissance. Le procureur de la République ordonne de porter la mention du sexe en marge de l'acte de naissance et, à la demande des représentants légaux, de rectifier l'un des ou les prénoms de l'enfant. Les prénoms de l'enfant sont choisis par ses",Quelle est la durée du délai légal pour les déclarations de naissance dans le cas d'un éloignement justifié entre le lieu de naissance et le lieu de l'officier de l'état civil ?
38,"écrit comporte la désignation des créances garanties. Si elles sont futures, l'acte doit permettre leur individualisation ou contenir des éléments permettant celle-ci tels que l'indication du débiteur, le lieu de paiement, le montant des créances ou leur évaluation et, s'il y a lieu, leur échéance. Article 2374-2 La cession est opposable aux tiers par la remise de la somme cédée. Article 2374-3 Le cessionnaire dispose librement de la somme cédée, sauf convention contraire qui en précise l'affectation. Article 2374-4 Lorsque le cessionnaire n'a pas la libre disposition de la somme cédée, les fruits et intérêts produits par celle- ci accroissent l'assiette de la garantie, sauf clause contraire. Lorsque le cessionnaire a la libre disposition de la somme cédée, il peut être convenu d'un intérêt au profit du cédant. Article 2374-5 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 En cas de défaillance du débiteur, le cessionnaire peut imputer le montant de la somme cédée, augmentée s'il y a lieu des fruits et intérêts, sur la créance garantie. Le cas échéant, il restitue l'excédent au cédant. Article 2374-6 Lorsque la créance garantie est intégralement payée, le cessionnaire restitue au cédant la somme cédée, augmentée s'il y a lieu des fruits et intérêts. Sous-titre III : Des sûretés sur les immeubles Article 2375 Les sûretés sur les immeubles sont les privilèges, le gage immobilier et les hypothèques. La propriété de l'immeuble peut également être retenue ou cédée en garantie. Chapitre Ier : Des privilèges immobiliers Article 2376 Les privilèges immobiliers sont accordés par la loi. Ils sont généraux. Ils sont dispensés de la formalité de l'inscription. Les dispositions légales qui les régissent sont d'interprétation stricte. Ils donnent le droit d'être préféré aux autres créanciers mais ne confèrent pas de droit de suite. Lorsque le privilège porte aussi sur la généralité des meubles du débiteur, il ne s'exerce sur les immeubles qu'à défaut de mobilier suffisant. Article 2377 Outre celles prévues par des lois spéciales, les créances privilégiées sur la généralité des immeubles sont : 1° Les frais de justice, sous la condition qu'ils aient profité au créancier auquel le privilège est opposé ; 2° Les rémunérations et indemnités suivantes : -les rémunérations, pour les six derniers mois, des salariés et apprentis ; -le salaire différé, pour l'année échue et pour l'année courante, institué par l'article L. 321-13 du code rural et de la pêche maritime ; -les créances du conjoint survivant instituées par l'article 14 de la loi n° 89-1008 du 31 décembre 1989 relative au développement des entreprises commerciales et artisanales et à l'amélioration de leur environnement économique, juridique et social et l'article L. 321-21-1 du code rural et de la pêche maritime ; Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 -l'indemnité de fin de contrat prévue à l'article L. 1243-8 du code du travail et l'indemnité de précarité d'emploi prévue à l'article L. 1251-32 du même code ; -l'indemnité due en raison de","Voici une question factuelle dont la réponse se trouve dans le contexte fourni :

**Quelles sont les sûretés sur les immeubles mentionnées dans le texte ?**"
39,"Document généré le 10 février 2025 2° ter Proposer à la partie défenderesse une prise en charge sanitaire, sociale ou psychologique ou un stage de responsabilisation pour la prévention et la lutte contre les violences au sein du couple et sexistes. En cas de refus de la partie défenderesse, le juge aux affaires familiales en avise immédiatement le procureur de la République ; 3° Statuer sur la résidence séparée des époux. La jouissance du logement conjugal est attribuée, sauf ordonnance spécialement motivée justifiée par des circonstances particulières, au conjoint qui n'est pas l'auteur des violences, et ce même s'il a bénéficié d'un hébergement d'urgence. Dans ce cas, la prise en charge des frais afférents peut être à la charge du conjoint violent ; 3° bis Attribuer à la partie demanderesse la jouissance de l'animal de compagnie détenu au sein du foyer ; 4° Se prononcer sur le logement commun de partenaires liés par un pacte civil de solidarité ou de concubins. La jouissance du logement commun est attribuée, sauf ordonnance spécialement motivée justifiée par des circonstances particulières, au partenaire lié par un pacte civil de solidarité ou au concubin qui n'est pas l'auteur des violences, et ce même s'il a bénéficié d'un hébergement d'urgence. Dans ce cas, la prise en charge des frais afférents peut être à la charge du partenaire ou concubin violent ; 5° Se prononcer sur les modalités d'exercice de l'autorité parentale et, au sens de l'article 373-2-9, sur les modalités du droit de visite et d'hébergement, ainsi que, le cas échéant, sur la contribution aux charges du mariage pour les couples mariés, sur l'aide matérielle au sens de l'article 515-4 pour les partenaires d'un pacte civil de solidarité et sur la contribution à l'entretien et à l'éducation des enfants ; Lorsque l'ordonnance de protection édicte la mesure prévue au 1° du présent article, la décision de ne pas ordonner l'exercice du droit de visite dans un espace de rencontre désigné ou en présence d'un tiers de confiance est spécialement motivée ; 6° Autoriser la partie demanderesse à dissimuler son domicile ou sa résidence et à élire domicile chez l'avocat qui l'assiste ou la représente ou auprès du procureur de la République près le tribunal judiciaire pour toutes les instances civiles dans lesquelles elle est également partie. Si, pour les besoins de l'exécution d'une décision de justice, le commissaire de justice chargé de cette exécution doit avoir connaissance de l'adresse de cette personne, celle-ci lui est communiquée, sans qu'il puisse la révéler à son mandant ; 6° bis Autoriser la partie demanderesse à dissimuler son domicile ou sa résidence et à élire domicile pour les besoins de la vie courante chez une personne morale qualifiée ; 7° Prononcer l'admission provisoire à l'aide juridictionnelle des deux parties ou de l'une d'elles en application du premier alinéa de l'article 20 de la loi n° 91-647 du 10 juillet 1991 relative à l'aide juridique. Le cas échéant, le juge présente à la partie demanderesse une liste des personnes morales qualifiées","Voici une question factuelle dont la réponse se trouve dans le contexte :

**En cas de refus par la partie défenderesse de suivre une prise en charge sanitaire, sociale ou psychologique, ou un stage de responsabilisation, qu'advient-il de cette situation ?**"
40,"de ces examens, qui doivent préciser la marge d'erreur, ne peuvent à elles seules permettre de déterminer si l'intéressé est mineur. Le doute profite à l'intéressé. En cas de doute sur la minorité de l'intéressé, il ne peut être procédé à une évaluation de son âge à partir d'un examen du développement pubertaire des caractères sexuels primaires et secondaires. Article 388-1 Dans toute procédure le concernant, le mineur capable de discernement peut, sans préjudice des dispositions prévoyant son intervention ou son consentement, être entendu par le juge ou, lorsque son intérêt le commande, par la personne désignée par le juge à cet effet. Cette audition est de droit lorsque le mineur en fait la demande. Lorsque le mineur refuse d'être entendu, le juge apprécie le bien-fondé de ce refus. Il peut être entendu seul, avec un avocat ou une personne de son choix. Si ce choix n'apparaît pas conforme à l'intérêt du mineur, le juge peut procéder à la désignation d'une autre personne. L'audition du mineur ne lui confère pas la qualité de partie à la procédure. Le juge s'assure que le mineur a été informé de son droit à être entendu et à être assisté par un avocat. Article 388-1-1 L'administrateur légal représente le mineur dans tous les actes de la vie civile, sauf les cas dans lesquels la loi ou l'usage autorise les mineurs à agir eux-mêmes. Article 388-1-2 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Un mineur âgé de seize ans révolus peut être autorisé, par son ou ses administrateurs légaux, à accomplir seul les actes d'administration nécessaires à la création et à la gestion d'une entreprise individuelle à responsabilité limitée ou d'une société unipersonnelle. Les actes de disposition ne peuvent être effectués que par son ou ses administrateurs légaux. L'autorisation mentionnée au premier alinéa revêt la forme d'un acte sous seing privé ou d'un acte notarié et comporte la liste des actes d'administration pouvant être accomplis par le mineur. Article 388-2 Lorsque, dans une procédure, les intérêts d'un mineur apparaissent en opposition avec ceux de ses représentants légaux, le juge des tutelles dans les conditions prévues à l'article 383 ou, à défaut, le juge saisi de l'instance lui désigne un administrateur ad hoc chargé de le représenter. Dans le cadre d'une procédure d'assistance éducative, l'administrateur ad hoc désigné en application du premier alinéa du présent article doit être indépendant de la personne morale ou physique à laquelle le mineur est confié, le cas échéant. Chapitre II : De la tutelle Section 1 : Des cas d'ouverture et de fin de la tutelle Article 390 La tutelle s'ouvre lorsque le père et la mère sont tous deux décédés ou se trouvent privés de l'exercice de l'autorité parentale. Elle s'ouvre, aussi, à l'égard d'un enfant dont la filiation n'est pas légalement établie. Il n'est pas dérogé aux lois particulières qui régissent le service de l'aide sociale à l'enfance. Article 391 En cas d'administration légale, le juge des tutelles peut,",
41,"donataire ne satisfait pas aux conditions légales exigées pour avoir la capacité juridique à recevoir des libéralités ou qu'il n'est pas apte à utiliser la libéralité conformément à son objet statutaire, il peut former opposition à la libéralité, dans des conditions précisées par décret, la privant ainsi d'effet. Le troisième alinéa n'est pas applicable aux dispositions entre vifs ou par testament au profit des associations et fondations reconnues d'utilité publique, des associations dont la mission a été reconnue d'utilité publique et des fondations relevant des articles 80 à 88 du code civil local applicable aux départements du Bas-Rhin, du Haut-Rhin et de la Moselle. III. - Les libéralités consenties à des Etats étrangers ou à des établissements étrangers habilités par leur droit national à recevoir des libéralités sont acceptées librement par ces Etats ou par ces établissements, sauf opposition formée par l'autorité compétente, dans des conditions fixées par décret en Conseil d'Etat. Article 910-1 Les libéralités consenties directement ou indirectement à des associations cultuelles au sens des articles 18 et 19 de la loi du 9 décembre 1905 concernant la séparation des Eglises et de l'Etat, à des congrégations et, dans les départements du Bas-Rhin, du Haut-Rhin et de la Moselle, à des établissements publics du culte et à des associations inscrites de droit local à objet cultuel par des Etats étrangers, des personnes morales étrangères ou des personnes physiques non résidentes sont acceptées librement par ces associations et ces établissements, sauf opposition formée par l'autorité administrative compétente, après mise en œuvre d'une procédure contradictoire, pour le motif mentionné au III de l'article 19-3 de la loi du 9 décembre 1905 précitée. L'opposition à la libéralité, formée dans des conditions fixées par décret en Conseil d'Etat, prive celle-ci d'effet. Article 911 Toute libéralité au profit d'une personne physique ou d'une personne morale, frappée d'une incapacité de recevoir à titre gratuit, est nulle, qu'elle soit déguisée sous la forme d'un contrat onéreux ou faite sous le nom de personnes interposées, physiques ou morales. Sont présumés personnes interposées, jusqu'à preuve contraire, les père et mère, les enfants et descendants, ainsi que l'époux de la personne incapable. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Chapitre III : De la réserve héréditaire, de la quotité disponible et de la réduction. Section 1 : De la réserve héréditaire et de la quotité disponible Article 912 La réserve héréditaire est la part des biens et droits successoraux dont la loi assure la dévolution libre de charges à certains héritiers dits réservataires, s'ils sont appelés à la succession et s'ils l'acceptent. La quotité disponible est la part des biens et droits successoraux qui n'est pas réservée par la loi et dont le défunt a pu disposer librement par des libéralités. Article 913 Les libéralités, soit par actes entre vifs, soit par testament, ne pourront excéder la moitié des biens du disposant, s'il ne laisse à son décès qu'un enfant ; le tiers, s'il laisse deux enfants ; le",
42,"d'une nouvelle convention dans le délai fixé à l'article 250-2 ou si le juge refuse une nouvelle fois l'homologation, la demande en divorce est caduque. Section 3 : De la procédure applicable aux autres cas de divorce judiciaire Paragraphe 1 : De l'introduction de la demande en divorce Article 251 L'époux qui introduit l'instance en divorce peut indiquer les motifs de sa demande si celle-ci est fondée sur l'acceptation du principe de la rupture du mariage ou l'altération définitive du lien conjugal. Hors ces deux cas, le fondement de la demande doit être exposé dans les premières conclusions au fond. Article 252 La demande introductive d'instance comporte le rappel des dispositions relatives à : 1° La médiation en matière familiale et à la procédure participative ; 2° L'homologation des accords partiels ou complets des parties sur les modalités d'exercice de l'autorité parentale et les conséquences du divorce. Elle comporte également, à peine d'irrecevabilité, une proposition de règlement des intérêts pécuniaires et patrimoniaux des époux. Article 253 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Lorsqu'il rejette définitivement la demande en divorce, le juge peut statuer sur la contribution aux charges du mariage, la résidence de la famille et les modalités de l'exercice de l'autorité parentale. Paragraphe 2 : Des mesures provisoires. Article 254 Le juge tient, dès le début de la procédure, sauf si les parties ou la partie seule constituée y renoncent, une audience à l'issue de laquelle il prend les mesures nécessaires pour assurer l'existence des époux et des enfants de l'introduction de la demande en divorce à la date à laquelle le jugement passe en force de chose jugée, en considération des accords éventuels des époux. Article 255 Le juge peut notamment : 1° Proposer aux époux une mesure de médiation, sauf si des violences sont alléguées par l'un des époux sur l'autre époux ou sur l'enfant, ou sauf emprise manifeste de l'un des époux sur son conjoint, et, après avoir recueilli leur accord, désigner un médiateur familial pour y procéder ; 2° Enjoindre aux époux, sauf si des violences sont alléguées par l'un des époux sur l'autre époux ou sur l'enfant, ou sauf emprise manifeste de l'un des époux sur son conjoint, de rencontrer un médiateur familial qui les informera sur l'objet et le déroulement de la médiation ; 3° Statuer sur les modalités de la résidence séparée des époux ; 4° Attribuer à l'un d'eux la jouissance du logement et du mobilier du ménage ou partager entre eux cette jouissance, en précisant son caractère gratuit ou non et, le cas échéant, en constatant l'accord des époux sur le montant d'une indemnité d'occupation ; 5° Ordonner la remise des vêtements et objets personnels ; 6° Fixer la pension alimentaire et la provision pour frais d'instance que l'un des époux devra verser à son conjoint, désigner celui ou ceux des époux qui devront assurer le règlement provisoire de tout ou partie des dettes ; 7° Accorder à l'un des",
43,"courir, pour une durée qui ne peut être inférieure à six mois, à compter du jour où la mesure a été exécutée. Section 3 : Des causes d'interruption de la prescription. Article 2240 Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 La reconnaissance par le débiteur du droit de celui contre lequel il prescrivait interrompt le délai de prescription. Article 2241 La demande en justice, même en référé, interrompt le délai de prescription ainsi que le délai de forclusion. Il en est de même lorsqu'elle est portée devant une juridiction incompétente ou lorsque l'acte de saisine de la juridiction est annulé par l'effet d'un vice de procédure. Article 2242 L'interruption résultant de la demande en justice produit ses effets jusqu'à l'extinction de l'instance. Article 2243 L'interruption est non avenue si le demandeur se désiste de sa demande ou laisse périmer l'instance, ou si sa demande est définitivement rejetée. Article 2244 Le délai de prescription ou le délai de forclusion est également interrompu par une mesure conservatoire prise en application du code des procédures civiles d'exécution ou un acte d'exécution forcée. Article 2245 L'interpellation faite à l'un des débiteurs solidaires par une demande en justice ou par un acte d'exécution forcée ou la reconnaissance par le débiteur du droit de celui contre lequel il prescrivait interrompt le délai de prescription contre tous les autres, même contre leurs héritiers. En revanche, l'interpellation faite à l'un des héritiers d'un débiteur solidaire ou la reconnaissance de cet héritier n'interrompt pas le délai de prescription à l'égard des autres cohéritiers, même en cas de créance hypothécaire, si l'obligation est divisible. Cette interpellation ou cette reconnaissance n'interrompt le délai de prescription, à l'égard des autres codébiteurs, que pour la part dont cet héritier est tenu. Pour interrompre le délai de prescription pour le tout, à l'égard des autres codébiteurs, il faut l'interpellation faite à tous les héritiers du débiteur décédé ou la reconnaissance de tous ces héritiers. Article 2246 L'interpellation faite au débiteur principal ou sa reconnaissance interrompt le délai de prescription contre la caution. Code civil - Dernière modification le 14 septembre 2024 - Document généré le 10 février 2025 Chapitre IV : Des conditions de la prescription extinctive. Section 1 : De l'invocation de la prescription. Article 2247 Les juges ne peuvent pas suppléer d'office le moyen résultant de la prescription. Article 2248 Sauf renonciation, la prescription peut être opposée en tout état de cause, même devant la cour d'appel. Article 2249 Le paiement effectué pour éteindre une dette ne peut être répété au seul motif que le délai de prescription était expiré. Section 2 : De la renonciation à la prescription. Article 2250 Seule une prescription acquise est susceptible de renonciation. Article 2251 La renonciation à la prescription est expresse ou tacite. La renonciation tacite résulte de circonstances établissant sans équivoque la volonté de ne pas se prévaloir de la prescription. Article 2252 Celui qui ne peut exercer par lui-même ses droits ne peut renoncer",
